rowid,publication_year,author_keywords
8013,2020,inclusion complex
8013,2020,thermodynamics
8013,2020,fluorescence
8014,2020,Child
8014,2020,Dance
8014,2020,Feeling
8014,2020,Mood
8014,2020,Psychology
8015,2020,Bound-state
8015,2020,chiral Yukawa model
8015,2020,functional renormalization group
8016,2020,heavy metals
8016,2020,ICP-OES
8016,2020,ion transport
8016,2020,stress response
8016,2020,PIXE
8017,2020,Urbanization
8017,2020,Sus scrofa
8017,2020,Rooting
8017,2020,Human-wildlife conflict
8017,2020,Ungulates
8017,2020,Budapest
8018,2020,Non-small cell lung cancer
8018,2020,Adenocarcinoma
8018,2020,EGFR
8018,2020,Cisplatin
8018,2020,Erlotinib
8018,2020,IL-6
8018,2020,IL-8
8019,2020,Minkowski arrangement
8019,2020,Bezdek-Pach conjecture
8019,2020,homothets
8019,2020,translates
8019,2020,packing
8020,2020,Reward deficiency
8020,2020,Nucleus accumbens
8020,2020,Locomoter activity
8020,2020,Elevated zero maze
8020,2020,Operant responding
8020,2020,Binge drinking
8020,2020,Alcohol use disorder
8020,2020,Hyperactivity
8021,2020,Coronary artery calcium score
8021,2020,Coronary CT angiography
8021,2020,Downstream testing
8021,2020,Image quality
8021,2020,Cardiovascular risk
8022,2020,Beckwith-Wiedemann syndrome
8022,2020,KCNQ1 variants
8022,2020,Imprinting Centre 2
8022,2020,Loss of methylation
8022,2020,Long-QT syndrome
8023,2020,Cardiovascular risk
8023,2020,Cardiovascular prevention
8023,2020,Diabetes type 2
8023,2020,Dyslipidemia
8023,2020,EUROASPIRE
8023,2020,High risk patients
8023,2020,Hungary
8023,2020,Hypertension
8023,2020,Primary care
8023,2020,Target level
8024,2020,Visceral adiposity index
8024,2020,Central obesity
8024,2020,Coronary calcification
8024,2020,Calcium score
8024,2020,Cardiovascular risk
8024,2020,Cardiology
8025,2020,touch
8025,2020,somatosensory
8025,2020,accumulation-to-bound
8025,2020,independent sampling
8025,2020,decision-making
8026,2020,Sinking water table
8026,2020,Climatic stress
8026,2020,Root depth
8026,2020,Food production
8026,2020,Ecosystem services
8026,2020,Drought mitigation
8027,2020,Calorimeters
8027,2020,Performance of High Energy Physics Detectors
8028,2020,Attention-deficit
8028,2020,hyperactivity disorder
8028,2020,Attention
8028,2020,Continuous performance test
8028,2020,Inhibition
8028,2020,Substance use disorders
8029,2020,cariprazine
8029,2020,schizophrenia
8029,2020,negative symptoms
8029,2020,early-onset schizophrenia
8029,2020,second-generation antipsychotic
8030,2020,OCT angiography
8030,2020,retinal vessel density
8030,2020,image quality
8031,2020,X-ray diffraction
8031,2020,variance method
8031,2020,magnesium alloys
8031,2020,dislocation structure
8031,2020,profile analysis
8032,2020,black hole physics
8032,2020,stars: kinematics and dynamics
8032,2020,stars: neutron
8032,2020,Galaxy: kinematics and dynamics
8032,2020,galaxies: kinematics and dynamics
8033,2020,household food waste
8033,2020,food waste measurement
8033,2020,food waste composition
8033,2020,sustainable consumption
8033,2020,consumer research
8033,2020,consumer behavior
8034,2020,parvalbumin
8034,2020,calretinin
8034,2020,calbindin
8034,2020,expression
8034,2020,retina
8034,2020,topography
8034,2020,ganglion cell
8034,2020,calcium buffer protein
8034,2020,expression
8035,2020,linear discriminant analysis
8035,2020,random forest
8035,2020,support vector machine
8035,2020,image classification
8035,2020,erosion
8036,2020,Y136F
8036,2020,azole fungicide sensitivity
8036,2020,CYP51 gene
8036,2020,chasmothecium
8037,2020,Pediatric rheumatology
8037,2020,Juvenile idiopathic arthritis
8037,2020,Screening tool for juvenile idiopathic arthritis
8037,2020,Preclinical diagnosis of juvenile idiopathic arthritis
8038,2020,Aging
8038,2020,Senescence
8038,2020,Geroscience
8038,2020,Blood-brain barrier
8038,2020,Vascular cognitive impairment
8039,2020,ablation techniques
8039,2020,cardiomyopathies
8039,2020,catheter ablation
8039,2020,defibrillators
8039,2020,implantable
8039,2020,tachycardia
8039,2020,ventricular
8040,2022,Leaf protein concentrate
8040,2022,Jerusalem artichoke
8040,2022,Clones
8040,2022,Amino acids
8040,2022,Polyunsaturated fatty acids
8040,2022,Circular economy
8041,2021,Clinical
8041,2021,Components model
8041,2021,Dependence
8041,2021,Diagnosis
8041,2021,Morbidity
8042,2020,children
8042,2020,focal onset seizures
8042,2020,pediatric
8042,2020,pregabalin
8043,2020,VD-WAAEL
8043,2020,DELMA
8043,2020,Two-dimensional photoelectron spectroscopy
8044,2020,Lepomis gibbosus
8044,2020,Posthodiplostomum
8044,2020,non-native species
8044,2020,first observation in Hungary
8044,2020,histology
8045,2020,recharge area
8045,2020,discharge area
8045,2020,flow regime
8045,2020,groundwater depletion
8045,2020,climate change
8046,2020,cell death
8046,2020,interneuron development
8046,2020,N-cadherin
8046,2020,mouse
8046,2020,somatosensory cortex
8047,2020,polyphenols
8047,2020,colonic flavonoid metabolites
8047,2020,pharmacokinetic interaction
8047,2020,serum albumin
8047,2020,CYP450 enzymes
8047,2020,resorcinol
8047,2020,phloroglucinol
8047,2020,O-desmethylangolensin
8048,2020,membrane affinity
8048,2020,cell-penetrating peptides
8048,2020,circular dichroism spectroscopy
8048,2020,atomic force microscopy
8048,2020,mycolic acid
8048,2020,Langmuir monolayer
8048,2020,drug-peptide conjugates
8049,2020,health technology assessment
8049,2020,economic evaluation
8049,2020,evidence-based health policy
8049,2020,Middle East and North Africa
8049,2020,HTA implementation
8050,2020,HFPEF
8050,2020,machine learning
8050,2020,biomarkers
8050,2020,cluster analysis
8050,2020,phenotype
8050,2020,complex-network analysis
8051,2020,Chemical evolution
8051,2020,Miller-Urey experiment
8051,2020,Extra-galactic molecules
8051,2020,Meteorites
8052,2020,Enhancer regulation
8052,2020,Geroprotection
8052,2020,Longevity
8052,2020,Selegiline/(-)-deprenyl
8052,2020,BPAP
8052,2020,Tumor-manifestation-suppressing effect
8053,2020,Topical issue
8053,2020,Branching Dynamics at the Mesoscopic Scale
8054,2020,heart failure
8054,2020,hospitalization
8054,2020,neprilysin
8054,2020,women
8055,2020,Hungary
8055,2020,Middle Palaeolithic
8055,2020,Neanderthal
8055,2020,Quina Mousterian
8055,2020,Bear Exploitation
8055,2020,Archaeozoology
8055,2020,Lithic Technology
8056,2020,Alkaline basalts
8056,2020,Carpathian-Pannonian region
8056,2020,Asthenosphere
8056,2020,Lithosphere
8056,2020,Deformation
8056,2020,Melting
8056,2020,Water
8057,2020,Selegiline/(-)-deprenyl
8057,2020,(2R)-1-(1-benzofuran-2-yl)-N-propylpentane-2-amine (BPAP)
8057,2020,pGluR1 receptor
8057,2020,pGluN2B receptor subunit
8057,2020,Corticosterone
8057,2020,Stress triad
8058,2020,parenting
8058,2020,offspring
8058,2020,song system
8058,2020,avian brain
8058,2020,songbird
8058,2020,vocalisation
8058,2020,hypothalamus
8058,2020,social brain network
8059,2020,Hypothalamic asymmetry
8059,2020,Mitochondrial metabolism
8059,2020,Melanocortin system
8059,2020,Regulation of homeostasis
8059,2020,Gonadectomy
8059,2020,Feeding state
8060,2020,smart specialization
8060,2020,GMR modelling
8060,2020,economic impact assessment
8060,2020,Cohesion Policy
8060,2020,innovation networks
8060,2020,entrepreneurship
8061,2020,basal cell carcinoma
8061,2020,vitamin C
8061,2020,ascorbic acid
8062,2020,Female gender
8062,2020,Type 2 diabetes
8062,2020,alpha 2-antiplasmin incorporation
8062,2020,Hypofibrinolysis
8062,2020,Turbidimetry
8063,2020,bone mineral content
8063,2020,body mass components
8063,2020,muscle mass
8063,2020,fat mass
8063,2020,bone mass
8063,2020,bone structure
8064,2020,children and adolescents
8064,2020,coeliac disease
8064,2020,diagnostic tests
8064,2020,meta-analysis
8065,2020,homotopy type theory
8065,2020,higher inductive types
8065,2020,inductive types
8066,2020,mass spectrometry
8066,2020,liquid chromatography
8066,2020,ceramides
8066,2020,glycerolipids
8066,2020,lipotoxicity
8067,2020,Acute kidney injury
8067,2020,ischemia-reperfusion
8067,2020,remote ischemic preconditioning
8067,2020,microcirculation
8067,2020,histopathology
8068,2020,data coverage
8068,2020,data integration
8068,2020,data representativeness
8068,2020,functional diversity
8068,2020,plant traits
8068,2020,TRY plant trait database
8069,2020,autoregulation
8069,2020,cerebrovascular reactivity
8069,2020,IMPACT
8069,2020,outcome analysis
8070,2019,malignant melanoma
8070,2019,BRAF V600E mutation
8070,2019,proteomics
8070,2019,mass spectrometry genetics
8070,2019,heterogeneity
8070,2019,prognosis
8071,2019,prostate cancer
8071,2019,metastasis
8071,2019,biochemical recurrence
8071,2019,PMEPA1
8071,2019,AR
8071,2019,TGF-beta
8071,2019,isoform
8072,2019,clique number
8072,2019,maximum clique
8072,2019,branching rules
8073,2019,adult behavior
8073,2019,cesarean section
8073,2019,neurodevelopment
8073,2019,prefrontal cortex
8073,2019,UCP-2
8074,2019,Salmonella
8074,2019,Campylobacter
8074,2019,poultry
8074,2019,food safety
8074,2019,public health
8075,2019,Pairing-based Cryptography
8075,2019,Identity-based Cryptography
8075,2019,WebAssembly
8076,2019,Clostridium difficile infection
8076,2019,ELISA assay
8076,2019,Recurrence
8076,2019,Antibodies
8076,2019,Toxins
8077,2019,Fourier transforms
8077,2019,l(1)-summability
8077,2019,Fejer summability
8077,2019,theta-summability
8077,2019,Lebesgue points
8078,2019,Landscape partitioning
8078,2019,Mongolian herders
8078,2019,Continental forest steppe
8078,2019,Traditional ecological knowledge
8078,2019,Folk habitat
8078,2019,Landscape ethnoecology
8078,2019,Rangeland
8078,2019,Pasture
8078,2019,Herders' knowledge
8079,2019,Hadron-Hadron scattering (experiments)
8079,2019,Supersymmetry
8079,2019,Higgs physics
8080,2019,Ca2+ spark
8080,2019,oxidant signaling
8080,2019,pressure-induced constriction
8080,2019,protein kinase G
8080,2019,vascular smooth muscle
8081,2019,Phenol
8081,2019,Aprotic solvent
8081,2019,Cyclic voltammetry
8081,2019,Normal pulse voltammetry
8081,2019,Fouling
8082,2019,birds
8082,2019,disturbance
8082,2019,nesting success
8082,2019,predation
8082,2019,urban environment
8083,2019,ion irradiation
8083,2019,fullerene
8083,2019,insulators
8083,2019,tracks
8083,2019,TEM
8084,2021,Embolic stroke of undetermined source
8084,2021,region
8084,2021,age
8084,2021,sex
8085,2019,glucose-6-phosphatase
8085,2019,glucose-6-phosphate transporter
8085,2019,small intestine
8085,2019,endoplasmic reticulum
8085,2019,fructose
8086,2019,Resonance
8086,2019,finite range potential
8087,2019,coronary artery calcium
8087,2019,coronary artery disease
8087,2019,coronary CT angiography
8087,2019,segment involvement score
8087,2019,segment stenosis score
8087,2019,sleep apnea
8088,2019,patent foramen ovale
8088,2019,left atrial appendage
8088,2019,MitraClip
8088,2019,left ventricular assist device
8088,2019,device-related thrombosis
8089,2019,glycal
8089,2019,photoactivation
8089,2019,stereoselective synthesis
8089,2019,thioglycoside
8089,2019,thiyl radical addition
8090,2019,Artificial cranial deformation
8090,2019,Palaeopathology
8090,2019,Unified descriptive method
8090,2019,Hun-Germanic Period
8091,2019,Primary immunodeficiency
8091,2019,Jeffrey Modell Foundation
8091,2019,Jeffrey Modell Centers Network
8091,2019,Awareness
8091,2019,Education
8091,2019,Diagnosis
8091,2019,Treatment
8092,2021,Barrier
8092,2021,souslik
8092,2021,dispersal
8092,2021,avulsion
8092,2021,tectonics
8092,2021,palaeogeography
8093,2019,CMS
8093,2019,New light boson
8093,2019,Supersymmetry
8093,2019,Hidden sector
8093,2019,Dark photon
8093,2019,Muon
8094,2019,autonomic nervous system
8094,2019,heart rate variability
8094,2019,sleep quality
8094,2019,circadian misalignment
8094,2019,social jetlag
8094,2019,cardiovascular risk factor
8095,2019,ovarian cancer
8095,2019,circulating miRNA
8095,2019,blood plasma
8095,2019,NanoString
8095,2019,network analysis
8095,2019,biomarker
8096,2019,interfollicular epithelium
8096,2019,caveolin-1
8096,2019,mucous membrane
8096,2019,IBDV infection
8096,2019,transformation of FAE and medullary reticular epithelial cell
8097,2019,Type 2 diabetes
8097,2019,Incidence
8097,2019,Prevalence
8097,2019,Mortality
8097,2019,Health promotion activities
8098,2019,Intraductal sampling
8098,2019,ERCP
8098,2019,miRNA
8098,2019,Bile duct cancer
8099,2019,Behavioral addiction
8099,2019,Epidemiology
8099,2019,Surveys
8099,2019,Assessment
8099,2019,Recommendation
8099,2019,Random error
8099,2019,Systematic error
8100,2019,Ventricular tachycardia
8100,2019,Cardiac magnetic resonance
8100,2019,Ablation
8100,2019,Low-voltage areas
8100,2019,Late gadolinium enhancement
8101,2020,Cardiac magnetic resonance imaging
8101,2020,athlete's heart
8101,2020,cardiac hypertrophy
8101,2020,remodelling
8101,2020,sex
8101,2020,exercise
8102,2019,Falco vespertinus
8102,2019,Red-footed falcon
8102,2019,Microsatellites
8102,2019,Cross-species amplification
8102,2019,Falconidae
8103,2019,acceptance thresholds
8103,2019,coevolution
8103,2019,host-parasite interactions
8103,2019,sensory modeling
8104,2019,cognitive control
8104,2019,specific language impairment
8104,2019,bilingualism
8104,2019,language proficiency
8105,2019,steel
8105,2019,wire
8105,2019,martensite
8105,2019,work hardening
8105,2019,gamma energy
8105,2019,neutron
8105,2019,alloying
8105,2019,structure
8105,2019,corrosion
8105,2019,surface
8106,2019,Large-amplitude motion
8106,2019,rovibrational computation
8106,2019,coupled quantum rotors
8106,2019,methane-argon
8107,2019,OSA
8107,2019,sleep
8107,2019,carbon monoxide
8107,2019,oxidative stress
8108,2019,Gait
8108,2019,Exercise
8108,2019,Walking
8108,2019,Aged
8109,2019,Thyroid
8109,2019,Carcinoma
8109,2019,Hashimoto thyreoiditis
8109,2019,Clinicopathology
8109,2019,Molecular pathology
8110,2019,friction composite
8110,2019,banana fiber
8110,2019,mechanical
8110,2019,tribological
8111,2019,Estrogen receptor
8111,2019,Estrogen response element
8111,2019,Transcription factor
8111,2019,MCF-7 cell line
8111,2019,ChIP-seq
8112,2019,Multiple myeloma
8112,2019,class switch recombination
8112,2019,genetic polymorphisms
8112,2019,susceptibility
8112,2019,overall survival
8112,2019,progression-free survival
8113,2019,emotional intelligence
8113,2019,adolescent substance use
8113,2019,adolescent drug use
8113,2019,adolescent alcohol use
8113,2019,adolescent tobacco use
8114,2019,monocytes/macrophages
8114,2019,human liver
8114,2019,tissue residency
8114,2019,cell activation
8114,2019,CD49a
8115,2019,rosette
8115,2019,Alphaproteobacteria
8115,2019,new genus
8115,2019,Ancalomicrobiaceae
8116,2019,Ultrasonography
8116,2019,fetal heart rate
8116,2019,singleton and twin pregnancy
8116,2019,dairy cattle
8117,2019,Aging
8117,2019,Neurovascular coupling
8117,2019,Dynamic retinal vessel analysis
8117,2019,Endothelial dysfunction
8117,2019,Vascular cognitive impairment and dementia
8118,2019,Nanohybrid composite repair
8118,2019,Minimally invasive dentistry
8118,2019,Shear bond strength
8119,2019,Stretch shortening training
8119,2019,Resistance training
8119,2019,Oxygen consumption
8119,2019,Mechanical adaptations
8119,2019,Plyometrics
8119,2019,Physical fitness
8120,2019,Dog
8120,2019,Mudi
8120,2019,merle
8120,2019,coat colours
8120,2019,SILV allele variations
8121,2019,Ants
8121,2019,Bat flies
8121,2019,Climatic variables
8121,2019,Distribution patterns
8121,2019,Hyperparasite
8121,2019,Myrmica
8121,2019,Nycteribiidae
8121,2019,Prevalence
8122,2019,Lattice QCD
8122,2019,Lattice Quantum Field Theory
8123,2019,Ovarian cancer
8123,2019,miR200
8123,2019,miR34
8123,2019,miR203
8123,2019,CA125
8123,2019,HE4
8124,2019,autism spectrum disorder
8124,2019,rare variant
8124,2019,next generation sequencing
8124,2019,panel sequencing
8124,2019,rare variant burden
8124,2019,cluster analysis
8124,2019,syndromic autism
8125,2019,Ant mimicry
8125,2019,Astioida
8125,2019,molecular phylogeny
8125,2019,new genus
8125,2019,new species
8125,2019,Salticinae
8125,2019,Salticoida
8125,2019,taxonomy
8126,2019,Random regular graphs
8126,2019,graph limits
8126,2019,group-invariant processes
8127,2019,Chemokines
8127,2019,Innate immunity
8127,2019,Liver inflammation
8127,2019,NK cells
8127,2019,Primary sclerosing cholangitis
8128,2019,Trypsinogen
8128,2019,Pancreatitis
8128,2019,Genetics
8128,2019,Inflammation
8128,2019,Cell Death
8129,2019,COPD
8129,2019,SuPAR
8129,2019,IL-6
8129,2019,Arterial stiffness
8129,2019,Cardiovascular risk
8130,2019,retinal ischemia
8130,2019,MAPKs
8130,2019,NF kappa B
8130,2019,PARP
8130,2019,transcription factors
8131,2019,Pharmacologic ascorbate
8131,2019,Cell death
8131,2019,ROS
8131,2019,Lipid peroxidation
8131,2019,Ferroptosis
8132,2019,Hereditary cancer
8132,2019,Cross border health care
8132,2019,European Reference Network
8132,2019,Rare diseases
8132,2019,Syndrome
8132,2019,Genetic
8133,2019,Fluid inclusions
8133,2019,Pargasite
8133,2019,Asthenospheric fluid
8133,2019,Metasomatism
8133,2019,Mt. Quincan
8133,2019,Australia
8134,2019,Internal Dinarides
8134,2019,Drina-Ivanjica thrust sheet
8134,2019,Deformation history
8134,2019,K-Ar dating
8134,2019,Obduction
8134,2019,Structural analysis
8135,2019,Spectrophotometric analysis
8135,2019,zirconia
8135,2019,colour
8135,2019,reflection
8135,2019,CIEDE2000
8135,2019,monolithic zirconia
8136,2019,Chlorhexidine digluconate
8136,2019,Hyper-pure chlorine dioxide
8136,2019,Degradation
8136,2019,EDTA
8136,2019,High performance liquid chromatography
8136,2019,Nuclear magnetic resonance
8137,2019,fragmentation
8137,2019,HPLC-ESI-MS/MS
8137,2019,isoflavonoid
8137,2019,Ononis
8137,2019,UHPLC-ESI-Orbitrap-MS/MS
8138,2019,Hydrogenation
8138,2019,Palladium
8138,2019,Salen-type ligands
8138,2019,Transfer hydrogenation
8138,2019,-Unsaturated aldehydes
8139,2019,Equine
8139,2019,Fetal well-being
8139,2019,Biophysical profile
8139,2019,Rapid examination protocol
8140,2019,cardiovascular disease
8140,2019,chronic kidney diseases
8140,2019,heart failure
8140,2019,type 2 diabetes mellitus
8141,2019,IQ
8141,2019,General cognitive ability
8141,2019,Sleep spindle
8141,2019,NREM sleep
8141,2019,Electroencephalography
8142,2019,monogenic fields
8142,2019,composites of number fields
8142,2019,relative cubic and relative quartic extensions
8142,2019,relative Thue equations
8143,2019,derivation
8143,2019,functional equation
8143,2019,additive function
8143,2019,polynomial function
8143,2019,alien functional equation
8143,2019,cocycle equation
8143,2019,Leibniz rule
8144,2019,S-unit equations
8144,2019,decomposable form equations
8144,2019,Thue-equations
8144,2019,Baker's theory of logarithmic forms
8145,2019,Geological evolution
8145,2019,Tectonics
8145,2019,Nappe systems
8145,2019,Lithology
8145,2019,Geomorphic processes
8145,2019,Landforms
8145,2019,Eastern Alps
8145,2019,Pannonian basin
8146,2019,Wetland habitats
8146,2019,Succession
8146,2019,Threats
8146,2019,Nature conservation
8146,2019,Natura 2000
8146,2019,Nutrient overload
8146,2019,Game damage
8146,2019,Invasive plants
8146,2019,Introduced fish species
8147,2019,sequencing
8147,2019,genomics
8147,2019,transcriptomics
8147,2019,proteomics
8147,2019,socially significant diseases
8148,2018,stars: variables: general
8148,2018,stars: variables: RR Lyrae
8148,2018,stars: variables: Cepheids
8149,2018,Forest herbs
8149,2018,Quercus cerris
8149,2018,Quercus petraea
8149,2018,Regeneration
8149,2018,Seedlings
8150,2018,Chiral liquid chromatography
8150,2018,Polar organic mode
8150,2018,Thermodynamic study
8150,2018,Van't Hoff analysis
8150,2018,U-shaped retention curve
8150,2018,Otezla
8151,2018,boar semen
8151,2018,cryopreservation
8151,2018,hydrostatic pressure
8151,2018,stress preconditioning
8152,2018,Metabolic syndrome
8152,2018,Socioeconomic disadvantages
8152,2018,Social vulnerabilities
8152,2018,Obesity
8152,2018,Children
8152,2018,Migrants
8152,2018,Lack of social support
8152,2018,Family structure
8152,2018,Socioeconomic status
8152,2018,Modifiable lifestyle indicators
8153,2018,physical activity
8153,2018,sedentary behaviour
8153,2018,dietary habits
8153,2018,type 2 diabetes prevention
8153,2018,low socio-economic status
8153,2018,qualitative study
8153,2018,European study
8153,2018,Feel4Diabetes-study
8154,2018,Neonicotinoids
8154,2018,Multixenobiotic resistance
8154,2018,QuEChERS analysis
8154,2018,Chemostimulation
8154,2018,Dreissena
8155,2018,AFP
8155,2018,Pregnancy
8155,2018,Fetal protein
8155,2018,Well-being
8155,2018,Equine
8156,2018,Refugees
8156,2018,migrants
8156,2018,primary health care
8156,2018,capacity building
8156,2018,training
8157,2018,Heat degradation
8157,2018,Antibiotics
8157,2018,Milk
8157,2018,Food safety
8158,2018,Breast cancer
8158,2018,Entinostat
8158,2018,Epigenetic
8158,2018,Immunotherapy
8159,2018,Invasion
8159,2018,Extracellular matrix
8159,2018,Expression
8159,2018,Astrocytoma
8159,2018,Metastasis
8159,2018,Schwannoma
8160,2019,qnr
8160,2019,plasmid
8160,2019,quinolone resistance
8160,2019,qnrD
8160,2019,ciprofloxacin exposure
8161,2018,Ginger
8161,2018,Zingiber officinale
8161,2018,Postoperative nausea and vomiting
8161,2018,PONV
8161,2018,Antiemetic
8161,2018,Meta-analysis
8162,2018,Adaptive response to radiation
8162,2018,goblet cells
8162,2018,hyperplasia
8162,2018,microdosimetry
8162,2018,radon
8163,2018,Zebrafish
8163,2018,relative biological effectiveness (RBE)
8163,2018,linear energy transfer (LET)
8163,2018,ionizing radiation
8164,2018,Insulin receptor
8164,2018,Transient receptor potential vanilloid type 1 receptor
8164,2018,Primary sensory neurons
8164,2018,Retrograde labelling
8164,2018,Somatic and visceral organs
8165,2018,Implantable cardioverter-defibrillator
8165,2018,Defibrillation threshold testing
8165,2018,Sedation
8165,2018,Adverse events
8165,2018,Safety outcomes
8166,2018,chronic kidney disease
8166,2018,diabetes mellitus
8166,2018,randomized controlled trials
8167,2018,extracellular vesicles
8167,2018,isolation
8167,2018,exosomes
8167,2018,plasma
8167,2018,iodixanol
8167,2018,density gradient ultracentrifugation
8167,2018,bind-elute chromatography
8168,2018,Wet media milling
8168,2018,Nanosuspension solidification
8168,2018,Microcrystalline cellulose carrier
8168,2018,Particle size distribution
8168,2018,Solubility
8168,2018,Dissolution rate
8168,2018,Artificial rumen fluid
8169,2018,Morphea
8169,2018,Localised scleroderma
8169,2018,Health-related quality of life
8169,2018,DLQI
8169,2018,LoSCAT
8170,2018,Ethylene glycol
8170,2018,histopathology
8170,2018,kidney
8171,2018,cetuximab
8171,2018,colon cancer
8171,2018,inflammation
8171,2018,colonspheres
8171,2018,MAPK
8171,2018,consensus molecular subtype
8171,2018,resistance
8172,2018,coronary artery disease
8172,2018,dilatation
8172,2018,everolimus
8172,2018,myocardial infarction
8172,2018,percutaneous coronary intervention
8173,2018,Integer polyhedron
8173,2018,Linking property
8173,2018,Base polyhedron
8173,2018,Polymatroid
8174,2018,calcium-binding protein
8174,2018,myosin
8174,2018,protein phosphorylation
8174,2018,electron microscopy (EM)
8174,2018,nuclear magnetic resonance (NMR)
8174,2018,TIRF microscopy
8174,2018,protein-protein interaction
8174,2018,S100 protein microscopy
8174,2018,total internal reflection fluorescence (TIRF)
8174,2018,molecular motor
8174,2018,structural protein
8175,2018,Schizotypy
8175,2018,Insomnia
8175,2018,Mental health
8175,2018,Creativity
8175,2018,Resilience
8175,2018,Schizophrenia
8175,2018,Psychosis
8175,2018,Sleep disturbances
8175,2018,Intellect
8176,2018,Galaxy: centre
8176,2018,gamma-rays: galaxies
8176,2018,X-rays: galaxies
8176,2018,cataclysmic variables
8176,2018,pulsars: general
8176,2018,dark matter
8177,2018,Transcranial color-coded Doppler sonography
8177,2018,Circle of Willis
8177,2018,Cerebrovascular
8177,2018,Anatomy
8178,2018,cardiovascular and respiratory parameters
8178,2018,maximal workload
8178,2018,intervention
8178,2018,handball players
8178,2018,aerobic capacity
8179,2018,myrosinase
8179,2018,thioglucosidase
8179,2018,sulfatase
8179,2018,on-gel detection
8179,2018,desulfo-sinigrin
8179,2018,LC-ESI-MS
8180,2018,blood pressure
8180,2018,exercise
8180,2018,hypertension
8180,2018,mortality
8181,2018,Burnout
8181,2018,Willingness to migrate
8181,2018,Physicians
8181,2018,Workload
8181,2018,Turnover
8182,2018,SLE
8182,2018,thromboses
8182,2018,catastrophic antiphospholipid syndrome
8182,2018,C9
8182,2018,histology
8182,2018,rituximab
8183,2018,Ononis spinosa L.
8183,2018,Leguminosae
8183,2018,Isoflavonoid
8183,2018,Homopipecolic acid
8183,2018,Piperidin-2-yl-acetic acid
8183,2018,HPLC-MS/MS
8183,2018,NMR
8184,2018,Enterobacteriaceae
8184,2018,quinolone resistance
8184,2018,urinary tract infection
8185,2018,acute severe colitis
8185,2018,antibiotics
8185,2018,anti-coagulants
8185,2018,anti-TNF
8185,2018,colectomy
8185,2018,mesalamine
8185,2018,Pediatric Ulcerative Colitis Activity Index
8185,2018,prediction
8185,2018,steroids
8185,2018,ulcerative colitis
8186,2018,Image analyses
8186,2018,Particle shape
8186,2018,Grain size
8186,2018,Paleosols
8186,2018,Loess
8187,2018,L-space
8187,2018,Heegaard Floer homology
8187,2018,Surgery
8187,2018,Graph manifold
8187,2018,Alexander polynomial
8188,2018,Idiopathic pulmonary fibrosis (IPF)
8188,2018,European registry for idiopathic pulmonary fibrosis (eurlPFreg)
8188,2018,Interstitial lung diseases (ILD)
8189,2018,Latency
8189,2018,Anesthetic induction
8189,2018,isoflurane
8189,2018,Ketogenic diet
8189,2018,Exogenous ketogenic supplements
8189,2018,Ketosis
8189,2018,Rodent models
8189,2018,Anesthesia
8189,2018,Ketones
8190,2018,Diagnostic
8190,2018,mPCR
8190,2018,Capsule typing
8190,2018,A. pleuropneumoniae
8190,2018,Serovars
8191,2018,Biotic interactions
8191,2018,Dispersal filter
8191,2018,Historical landscape
8191,2018,Kurgan
8191,2018,Landscape composition
8191,2018,Spatial connectivity
8191,2018,Temporal connectivity
8192,2018,Dominant negative effect
8192,2018,Complementation
8192,2018,Podocin
8192,2018,Nephrotic syndrome
8192,2018,Endocytosis
8192,2018,Membrane targeting
8193,2018,Acute pancreatitis
8193,2018,Genetic
8193,2018,Single nucleotide polymorphisms
8193,2018,Risk factors
8194,2018,Computational biology
8194,2018,Subgraph isomorphism problem
8195,2018,Cholangiocarcinoma
8195,2018,Intrahepatic cholangiocarcinoma
8195,2018,Liver tumor
8195,2018,Survival
8195,2018,Tumor staging
8195,2018,TNM
8195,2018,UICC
8196,2018,catalogs
8196,2018,gamma rays: Bursts
8196,2018,methods: Statistical
8196,2018,techniques: Spectroscopic
8197,2018,dispersal
8197,2018,grassland restoration
8197,2018,land abandonment
8197,2018,passive restoration
8197,2018,vegetation recovery
8197,2018,weed
8198,2018,AMS C-14 dating
8198,2018,Glacial lake sediments
8198,2018,Late glacial
8198,2018,Holocene
8198,2018,Carpathians
8199,2018,Non-small cell lung cancer
8199,2018,Lung adenocarcinoma
8199,2018,EGFR
8199,2018,Erlotinib
8200,2018,competition
8200,2018,competition avoidance
8200,2018,exploratory structural equation modeling (ESEM)
8200,2018,hypercompetitive orientation
8200,2018,measurement invariance
8200,2018,Multidimensional Competitive Orientation Inventory (MCOI)
8200,2018,self-developmental competitive orientation
8201,2018,Mitochondria
8201,2018,cAMP
8201,2018,Ca2+ signal
8201,2018,Soluble adenylyl cyclase
8201,2018,Epac
8201,2018,Aldosterone
8202,2018,Scientific output
8202,2018,Journal articles
8202,2018,Spatial scientometrics
8202,2018,Geovisualisat ion
8202,2018,Scopus
8203,2018,Implant loosening
8203,2018,implant loss
8203,2018,mini-screw
8203,2018,orthodontic mini-implant
8203,2018,success rate
8204,2018,ECMO
8204,2018,extracorporeal membrane oxygenation
8204,2018,lung transplantation
8204,2018,primary graft function
8204,2018,mechanical support
8205,2018,N2
8205,2018,P1
8205,2018,P3
8205,2018,Procedural learning
8205,2018,Sequence learning
8205,2018,Statistical learning
8206,2018,solar energy
8206,2018,solar module
8206,2018,sun-tracking
8206,2018,orientation
